time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
1.2600000000000007,-0.0925022808065,0.0785018764406,11.6281835622,0.0404928019285,0.0776830562261,5.41746232619,-0.330952091502,0.237953324503,2.30510743031,0.0404915732286,0.0690536758325,5.58115140688,474.2610697718932,474.0529127881441,473.11844204006263,474.0638010990746
1.3200000000000007,-0.113966815918,0.0936151793615,11.769157025,0.044391260553,0.0846196400578,5.85977143219,-0.385198912518,0.266187339601,2.39374089024,0.052622356182,0.0862010940453,5.46639481947,438.7021320361495,440.1280543352149,438.9303951187921,439.93711238922606
1.3800000000000008,-0.139037280422,0.110618869052,11.9178459765,0.0506194473332,0.0912747403687,0.00340833127494,-0.451224442783,0.301261651789,2.56207419217,0.0706558967893,0.07160636338,5.35627759219,465.2027601378136,464.0636362627885,464.0387505345928,465.4544300631744
1.4400000000000008,-0.168336905944,0.129905181643,12.077065734,0.0599386320426,0.115584104344,0.415861780679,-0.528116339698,0.342624288406,2.74446308117,0.0941742474657,0.119426204082,5.25052336869,468.31886825467126,472.02970039262107,469.03734470390714,470.8648494710587
1.5000000000000009,-0.202309015677,0.151636669021,12.2432165564,0.0665300641254,0.131626190651,0.814951634201,-0.60575786235,0.382381074931,2.79351741567,0.0822798183896,0.150884544085,5.14887734821,429.850017732461,432.52374928127466,429.4484398287323,428.44548919329776
1.560000000000001,-0.241523237268,0.176035726175,12.4144287731,0.0762458226501,0.143112549954,1.20158403124,-0.70252514828,0.43188290101,2.91297335401,0.105056690063,0.166813495969,5.05110422159,452.3601490087024,453.66360426398154,452.8338248083734,454.66894341106996
1.620000000000001,-0.286559543859,0.203457793707,12.5908885653,0.0845406960051,0.167427042583,1.57657805852,-0.800946097562,0.482915781669,2.96839537973,0.119361405283,0.207062521948,4.95698634023,432.21274561764113,435.6240370765012,434.30262942686466,435.51173662312704
1.680000000000001,-0.337928234777,0.234085721526,12.77050838,0.0917402579823,0.182221701476,1.94067604583,-0.912742812076,0.538661696929,3.01840969561,0.115713767639,0.188951057905,4.86632208788,434.55363528540437,433.07351198878376,434.32976321863134,434.03663010430824
1.740000000000001,-0.395810714778,0.267953229333,12.9505044082,0.0987966513576,0.19771453256,2.29455245086,-1.01793888,0.590824242094,2.98117557103,0.118395002556,0.210113414883,4.77892442944,404.5533560305057,406.4959805471909,405.5217569448876,405.7761418178822
1.8000000000000012,-0.461247806888,0.305564414908,13.1330794483,0.107734934823,0.21031627852,2.63882155027,-1.16452485855,0.663789644376,3.10383722038,0.102308318291,0.2079974869,4.69461961475,459.8797704113105,459.75370760418366,459.16226283532706,457.8952226268201
1.8600000000000012,-0.53569168062,0.347703146653,13.3226962643,0.113867153613,0.22290764263,2.97404411715,-1.31810882425,0.741393867759,3.21592152298,0.10193708183,0.202945752926,4.61324601836,456.35813960749414,455.9953700314212,459.03404561840546,459.0132769835269
1.9200000000000013,-0.619584048249,0.394580256654,13.5186256326,0.120495870657,0.248939384076,3.3007332353,-1.48085189948,0.821677250446,3.31388534209,0.108669927476,0.160951837522,4.53465309889,456.1862477683444,452.85456674349246,455.48245166018074,456.0297712386682
1.9800000000000013,-0.714925494457,0.446966297952,13.7250247967,0.127470252274,0.259188469015,3.61935937593,-1.69816912942,0.925153247213,3.56467262868,0.114948790655,0.168264242147,4.4587004639,503.0089507893429,503.56024927712343,503.72418000541114,504.1873126913774
2.0400000000000014,-0.821681056652,0.504815357614,13.9394077155,0.135389732088,0.269348217491,3.93035484234,-1.8611923868,1.00374256277,3.58083232871,0.1026059037,0.164044857204,4.38525702791,434.1954622705421,433.868664866927,433.7654228196835,432.73881225763427
2.1000000000000014,-0.938692109577,0.567627294156,14.1556128709,0.141536666096,0.286999679528,4.23411767137,-2.0407662987,1.09043124851,3.62504163514,0.10084744687,0.132208989814,4.31420025294,446.5938835232279,444.0116768680141,443.80302651287235,443.6677016031852
2.1600000000000015,-1.06714369229,0.635911510223,14.3755253919,0.147733567971,0.299912914635,4.53101506667,-2.24201473579,1.18620848135,3.70435507881,0.104002041411,0.155485101298,4.24541546232,457.72785798785907,459.59416998588455,457.2417018912626,457.5016429404832
2.2200000000000015,-1.20810140413,0.710160225388,14.6007003699,0.156217645762,0.310428485224,4.82138642741,-2.45736019083,1.28949372704,3.80035982077,0.0863479683196,0.142291686744,4.17879521959,465.67334982169604,464.6604819814141,466.7318898765634,465.3596955914179
2.2800000000000016,-1.36238280792,0.790858071575,14.8321718254,0.162564480982,0.321894753237,5.10554602634,-2.68617324155,1.40084161009,3.91411940122,0.0970367344777,0.159876181897,4.11423876542,473.70015808781045,475.06965251456495,472.42763352327984,473.2573855226418
2.3400000000000016,-1.5310223312,0.878537626577,15.0715813189,0.16843768018,0.331507564022,5.38378538331,-2.93583076917,1.52208128261,4.06476697496,0.0985858262787,0.160642690293,4.0516515063,487.95554861046065,488.03462434439797,487.37813434742554,487.50114002773597
2.4000000000000017,-1.7154683518,0.973873151787,15.3216677685,0.174412246434,0.341211785845,5.65637537361,-3.21318146476,1.65599856327,4.26958474545,0.100312913738,0.162494785835,3.9909445496,507.3693453108606,507.523504981737,506.72584768334457,506.85713144315366
2.4600000000000017,-1.91585863323,1.07686479435,15.5811692379,0.183090261347,0.357207007959,5.92356810467,-3.46811936277,1.77761037652,4.37854765803,0.0812084091087,0.133891113411,3.93203428004,483.68056966782933,481.5414078033471,482.2168723433969,480.77811563632326
2.520000000000002,-2.13139457192,1.18703237278,15.8456107549,0.188471810739,0.370808284395,6.18559859024,-3.71775734338,1.89501582151,4.43457847086,0.072100557723,0.158566398139,3.87484197343,468.1298500327734,470.0639660797808,469.5998029622469,468.89718670430216
2.580000000000002,-2.36145287636,1.3039967448,16.1112845608,0.197083882273,0.38069562888,0.159500939685,-3.95184073139,2.00467560613,4.41998904998,0.0481897061268,0.150564942068,3.81929344389,450.12362555326524,449.498207645164,449.57570075654127,447.636788845659
2.640000000000002,-2.60395101193,1.42683498899,16.3714701762,0.2030256862,0.390413512612,0.411850926998,-4.1323379048,2.09068454389,4.25257257468,0.0661594513681,0.140224994356,3.76531872112,397.4276688737173,396.5017414163153,394.9377562159517,396.5944871806626
2.700000000000002,-2.85765774094,1.55508847659,16.6220584637,0.207536711223,0.399076294876,0.659655350502,-4.3252052718,2.18505719723,4.10008021424,0.0731086304461,0.144623709466,3.71285175496,403.06772055708126,403.48607463571494,402.0599550586946,402.6932818397032
2.760000000000002,-3.12436219946,1.68975485731,16.8664462262,0.211911579584,0.40785442467,0.903094342914,-4.56542266838,2.30419580948,4.04534841352,0.0721158715017,0.139744839494,3.66183014433,439.5617548526447,439.1765106030456,439.99243234653,439.91437975602446
2.820000000000002,-3.40561316818,1.83164140104,17.1074498114,0.216271347997,0.41832226414,1.14233703814,-4.8102649796,2.42545864952,3.9871853006,0.0732346950854,0.122687734537,3.61219488852,441.0667382713792,439.67227704681653,440.5334994241729,440.6301342565768
2.880000000000002,-3.70277553922,1.98134081647,17.3471607707,0.22123138945,0.425835839988,1.37754245012,-5.09565331488,2.56450936408,4.00184129703,0.0637062373263,0.125927575078,3.56389015841,467.6859498044824,467.95132458309996,468.21042595478826,467.47186400039425
2.940000000000002,-4.01549228653,2.13855435459,17.583811202,0.227579146101,0.439783316908,1.60886026712,-5.32950961451,2.67604327381,3.88544738517,0.07995536752,0.0970057057079,3.51686308608,426.07144009875327,423.603863814276,424.4696316127092,425.8660038899794
3.000000000000002,-4.34253656451,2.30253165876,17.8133792749,0.235562996231,0.446124573419,1.83643157098,-5.57281859236,2.79040666454,3.7659258865,0.0983462666439,0.103802019457,3.47106357081,426.0360177237238,426.6257919361201,425.6672225355383,427.2449812247247
